plan_id,sku_id,planned_date,planned_quantity,actual_produced_quantity,machine_id
PLAN-00003329,SKU-BRA-025,2024-06-30,25490,27665,M1
PLAN-00003330,SKU-BRA-025,2024-07-07,25995,26964,M5
PLAN-00003331,SKU-BRA-025,2024-07-14,24366,26424,M6
PLAN-00003332,SKU-BRA-025,2024-07-21,26675,28777,M6
PLAN-00003333,SKU-BRA-025,2024-07-28,29370,29231,M1
PLAN-00003334,SKU-BRA-025,2024-08-04,25161,23460,M6
PLAN-00003335,SKU-BRA-025,2024-08-11,26064,25833,M2
PLAN-00003336,SKU-BRA-025,2024-08-18,28993,26857,M6
PLAN-00003337,SKU-BRA-025,2024-08-25,26962,30826,M3
PLAN-00003338,SKU-BRA-025,2024-09-01,29049,29651,M4
PLAN-00003339,SKU-BRA-025,2024-09-08,27258,25177,M3
PLAN-00003340,SKU-BRA-025,2024-09-15,28401,26427,M1
PLAN-00003341,SKU-BRA-025,2024-09-22,24167,24761,M2
PLAN-00003342,SKU-BRA-025,2024-09-29,22742,24923,M5
PLAN-00003343,SKU-BRA-025,2024-10-06,26236,27505,M6
PLAN-00003344,SKU-BRA-025,2024-10-13,25292,24991,M4
PLAN-00003345,SKU-BRA-025,2024-10-20,26905,27667,M2
PLAN-00003346,SKU-BRA-025,2024-10-27,26719,27294,M1
PLAN-00003347,SKU-BRA-025,2024-11-03,27056,22954,M5
PLAN-00003348,SKU-BRA-025,2024-11-10,25227,26420,M6
PLAN-00003349,SKU-BRA-025,2024-11-17,26850,30006,M3
PLAN-00003350,SKU-BRA-025,2024-11-24,24722,24174,M5
PLAN-00003351,SKU-BRA-025,2024-12-01,25373,26644,M5
PLAN-00003352,SKU-BRA-025,2024-12-08,25424,26900,M3
PLAN-00003353,SKU-BRA-025,2024-12-15,25861,28367,M1
PLAN-00003354,SKU-BRA-025,2024-12-22,27106,26829,M5
PLAN-00003355,SKU-BRA-025,2024-12-29,28575,26739,M5
PLAN-00003356,SKU-BRA-025,2025-01-05,26547,26964,M2
PLAN-00003357,SKU-BRA-025,2025-01-12,25595,26754,M2
PLAN-00003358,SKU-BRA-025,2025-01-19,26408,26251,M3
PLAN-00003359,SKU-BRA-025,2025-01-26,29137,24123,M5
PLAN-00003360,SKU-BRA-025,2025-02-02,26368,27969,M6
PLAN-00003361,SKU-BRA-025,2025-02-09,27455,28054,M1
PLAN-00003362,SKU-BRA-025,2025-02-16,28640,30788,M3
PLAN-00003363,SKU-BRA-025,2025-02-23,27661,26277,M4
PLAN-00003364,SKU-BRA-025,2025-03-02,36385,36456,M6
PLAN-00003365,SKU-BRA-025,2025-03-09,36405,36615,M4
PLAN-00003366,SKU-BRA-025,2025-03-16,35516,37336,M5
PLAN-00003367,SKU-BRA-025,2025-03-23,37228,35663,M4
PLAN-00003368,SKU-BRA-025,2025-03-30,30981,30156,M2
PLAN-00003369,SKU-BRA-025,2025-04-06,25435,23544,M4
PLAN-00003370,SKU-BRA-025,2025-04-13,25042,25675,M3
PLAN-00003371,SKU-BRA-025,2025-04-20,27515,23230,M2
PLAN-00003372,SKU-BRA-025,2025-04-27,27749,28793,M3
PLAN-00003373,SKU-BRA-025,2025-05-04,25410,28426,M5
PLAN-00003374,SKU-BRA-025,2025-05-11,28099,29786,M1
PLAN-00003375,SKU-BRA-025,2025-05-18,24683,25474,M3
PLAN-00003376,SKU-BRA-025,2025-05-25,29147,27456,M5
PLAN-00003377,SKU-BRA-025,2025-06-01,31268,33085,M6
PLAN-00003378,SKU-BRA-025,2025-06-08,26906,32127,M6
PLAN-00003379,SKU-BRA-025,2025-06-15,27974,31252,M1
PLAN-00003380,SKU-BRA-025,2025-06-22,27064,28575,M5
PLAN-00003381,SKU-PAS-026,2023-01-01,15774,15663,M3
PLAN-00003382,SKU-PAS-026,2023-01-08,14547,14887,M4
PLAN-00003383,SKU-PAS-026,2023-01-15,14319,13043,M3
PLAN-00003384,SKU-PAS-026,2023-01-22,16245,16103,M6
PLAN-00003385,SKU-PAS-026,2023-01-29,16711,16580,M4
PLAN-00003386,SKU-PAS-026,2023-02-05,15994,17201,M3
PLAN-00003387,SKU-PAS-026,2023-02-12,16850,17054,M2
PLAN-00003388,SKU-PAS-026,2023-02-19,16089,17194,M4
PLAN-00003389,SKU-PAS-026,2023-02-26,14248,13642,M6
PLAN-00003390,SKU-PAS-026,2023-03-05,15894,15025,M1
PLAN-00003391,SKU-PAS-026,2023-03-12,16484,15823,M1
PLAN-00003392,SKU-PAS-026,2023-03-19,18063,17277,M2
PLAN-00003393,SKU-PAS-026,2023-03-26,17992,15927,M1
PLAN-00003394,SKU-PAS-026,2023-04-02,20885,20570,M4
PLAN-00003395,SKU-PAS-026,2023-04-09,21402,25164,M6
PLAN-00003396,SKU-PAS-026,2023-04-16,19057,16229,M2
PLAN-00003397,SKU-PAS-026,2023-04-23,14767,13171,M5
PLAN-00003398,SKU-PAS-026,2023-04-30,15719,14723,M5
PLAN-00003399,SKU-PAS-026,2023-05-07,15135,13679,M6
PLAN-00003400,SKU-PAS-026,2023-05-14,17245,17968,M1
PLAN-00003401,SKU-PAS-026,2023-05-21,16914,18419,M6
PLAN-00003402,SKU-PAS-026,2023-05-28,16633,14936,M2
PLAN-00003403,SKU-PAS-026,2023-06-04,14786,13624,M3
PLAN-00003404,SKU-PAS-026,2023-06-11,14588,17345,M6
PLAN-00003405,SKU-PAS-026,2023-06-18,15786,18146,M3
PLAN-00003406,SKU-PAS-026,2023-06-25,15490,15714,M4
PLAN-00003407,SKU-PAS-026,2023-07-02,16318,17794,M2
PLAN-00003408,SKU-PAS-026,2023-07-09,15194,15339,M2
PLAN-00003409,SKU-PAS-026,2023-07-16,14684,13492,M5
PLAN-00003410,SKU-PAS-026,2023-07-23,16656,17065,M4
PLAN-00003411,SKU-PAS-026,2023-07-30,15449,13345,M2
PLAN-00003412,SKU-PAS-026,2023-08-06,17131,18880,M6
PLAN-00003413,SKU-PAS-026,2023-08-13,16007,17372,M2
PLAN-00003414,SKU-PAS-026,2023-08-20,18054,19716,M5
PLAN-00003415,SKU-PAS-026,2023-08-27,15780,15466,M2
PLAN-00003416,SKU-PAS-026,2023-09-03,18309,17296,M6
PLAN-00003417,SKU-PAS-026,2023-09-10,18738,17500,M4
PLAN-00003418,SKU-PAS-026,2023-09-17,16196,18143,M5
PLAN-00003419,SKU-PAS-026,2023-09-24,13709,12743,M2
PLAN-00003420,SKU-PAS-026,2023-10-01,15617,15906,M1
PLAN-00003421,SKU-PAS-026,2023-10-08,16412,13919,M2
PLAN-00003422,SKU-PAS-026,2023-10-15,14534,14784,M1
PLAN-00003423,SKU-PAS-026,2023-10-22,15598,16242,M3
PLAN-00003424,SKU-PAS-026,2023-10-29,16433,17842,M1
PLAN-00003425,SKU-PAS-026,2023-11-05,15665,15160,M1
PLAN-00003426,SKU-PAS-026,2023-11-12,16097,15506,M5
PLAN-00003427,SKU-PAS-026,2023-11-19,16365,14968,M1
PLAN-00003428,SKU-PAS-026,2023-11-26,16002,15827,M6
PLAN-00003429,SKU-PAS-026,2023-12-03,16318,18649,M5
PLAN-00003430,SKU-PAS-026,2023-12-10,14988,13039,M5
PLAN-00003431,SKU-PAS-026,2023-12-17,14290,14641,M6
PLAN-00003432,SKU-PAS-026,2023-12-24,15041,16795,M4
PLAN-00003433,SKU-PAS-026,2023-12-31,15509,15198,M4
PLAN-00003434,SKU-PAS-026,2024-01-07,15871,14619,M6
PLAN-00003435,SKU-PAS-026,2024-01-14,17562,19100,M5
PLAN-00003436,SKU-PAS-026,2024-01-21,15328,17279,M4
PLAN-00003437,SKU-PAS-026,2024-01-28,15334,15559,M5
PLAN-00003438,SKU-PAS-026,2024-02-04,17899,18899,M2
PLAN-00003439,SKU-PAS-026,2024-02-11,16560,16017,M6
PLAN-00003440,SKU-PAS-026,2024-02-18,14167,13873,M3
PLAN-00003441,SKU-PAS-026,2024-02-25,15439,13666,M4
PLAN-00003442,SKU-PAS-026,2024-03-03,15817,14012,M2
PLAN-00003443,SKU-PAS-026,2024-03-10,18928,19478,M2
PLAN-00003444,SKU-PAS-026,2024-03-17,21117,21021,M6
PLAN-00003445,SKU-PAS-026,2024-03-24,20905,20919,M1
PLAN-00003446,SKU-PAS-026,2024-03-31,19100,17894,M2
PLAN-00003447,SKU-PAS-026,2024-04-07,20127,19461,M2
PLAN-00003448,SKU-PAS-026,2024-04-14,14776,14328,M1
PLAN-00003449,SKU-PAS-026,2024-04-21,18392,16880,M1
PLAN-00003450,SKU-PAS-026,2024-04-28,16258,15510,M5
PLAN-00003451,SKU-PAS-026,2024-05-05,15497,15617,M5
PLAN-00003452,SKU-PAS-026,2024-05-12,16316,17836,M2
PLAN-00003453,SKU-PAS-026,2024-05-19,16608,15419,M2
PLAN-00003454,SKU-PAS-026,2024-05-26,14013,15741,M5
PLAN-00003455,SKU-PAS-026,2024-06-02,16160,15262,M6
PLAN-00003456,SKU-PAS-026,2024-06-09,16454,15083,M5
PLAN-00003457,SKU-PAS-026,2024-06-16,16147,14552,M5
PLAN-00003458,SKU-PAS-026,2024-06-23,16830,16996,M3
PLAN-00003459,SKU-PAS-026,2024-06-30,15172,15457,M1
PLAN-00003460,SKU-PAS-026,2024-07-07,15731,15198,M2
PLAN-00003461,SKU-PAS-026,2024-07-14,16099,18277,M6
PLAN-00003462,SKU-PAS-026,2024-07-21,16865,17068,M6
PLAN-00003463,SKU-PAS-026,2024-07-28,16151,16728,M1
PLAN-00003464,SKU-PAS-026,2024-08-04,16631,16361,M2
PLAN-00003465,SKU-PAS-026,2024-08-11,15663,14275,M6
PLAN-00003466,SKU-PAS-026,2024-08-18,17250,16116,M6
PLAN-00003467,SKU-PAS-026,2024-08-25,17662,18608,M1
PLAN-00003468,SKU-PAS-026,2024-09-01,18386,20709,M5
PLAN-00003469,SKU-PAS-026,2024-09-08,17886,18530,M6
PLAN-00003470,SKU-PAS-026,2024-09-15,16147,14705,M4
PLAN-00003471,SKU-PAS-026,2024-09-22,15071,15293,M5
PLAN-00003472,SKU-PAS-026,2024-09-29,17499,18312,M2
PLAN-00003473,SKU-PAS-026,2024-10-06,16231,18050,M6
PLAN-00003474,SKU-PAS-026,2024-10-13,16299,17935,M3
PLAN-00003475,SKU-PAS-026,2024-10-20,15124,16399,M4
PLAN-00003476,SKU-PAS-026,2024-10-27,17862,17086,M5
PLAN-00003477,SKU-PAS-026,2024-11-03,15355,16750,M4
PLAN-00003478,SKU-PAS-026,2024-11-10,16068,17604,M1
PLAN-00003479,SKU-PAS-026,2024-11-17,17321,16918,M5
PLAN-00003480,SKU-PAS-026,2024-11-24,16875,15881,M6
PLAN-00003481,SKU-PAS-026,2024-12-01,15582,15983,M3
PLAN-00003482,SKU-PAS-026,2024-12-08,16507,14779,M6
PLAN-00003483,SKU-PAS-026,2024-12-15,15123,14801,M6
PLAN-00003484,SKU-PAS-026,2024-12-22,15317,16799,M5
PLAN-00003485,SKU-PAS-026,2024-12-29,17594,18037,M5
PLAN-00003486,SKU-PAS-026,2025-01-05,16722,16645,M5
PLAN-00003487,SKU-PAS-026,2025-01-12,16826,16345,M1
PLAN-00003488,SKU-PAS-026,2025-01-19,16799,14613,M4
PLAN-00003489,SKU-PAS-026,2025-01-26,17335,15846,M4
PLAN-00003490,SKU-PAS-026,2025-02-02,16225,17892,M5
PLAN-00003491,SKU-PAS-026,2025-02-09,16046,15655,M3
PLAN-00003492,SKU-PAS-026,2025-02-16,15285,12507,M1
PLAN-00003493,SKU-PAS-026,2025-02-23,18301,19969,M6
PLAN-00003494,SKU-PAS-026,2025-03-02,18956,16409,M2
PLAN-00003495,SKU-PAS-026,2025-03-09,21280,22353,M6
PLAN-00003496,SKU-PAS-026,2025-03-16,22326,22521,M6
PLAN-00003497,SKU-PAS-026,2025-03-23,22774,25274,M4
PLAN-00003498,SKU-PAS-026,2025-03-30,15644,12922,M1
PLAN-00003499,SKU-PAS-026,2025-04-06,17381,17252,M5
PLAN-00003500,SKU-PAS-026,2025-04-13,16082,16887,M2
PLAN-00003501,SKU-PAS-026,2025-04-20,16337,14317,M5
PLAN-00003502,SKU-PAS-026,2025-04-27,15960,13992,M5
PLAN-00003503,SKU-PAS-026,2025-05-04,16462,17616,M2
PLAN-00003504,SKU-PAS-026,2025-05-11,17349,15527,M5
PLAN-00003505,SKU-PAS-026,2025-05-18,16953,18208,M4
PLAN-00003506,SKU-PAS-026,2025-05-25,17287,15371,M3
PLAN-00003507,SKU-PAS-026,2025-06-01,18375,17823,M2
PLAN-00003508,SKU-PAS-026,2025-06-08,18492,18609,M2
PLAN-00003509,SKU-PAS-026,2025-06-15,16198,14774,M3
PLAN-00003510,SKU-PAS-026,2025-06-22,16939,16988,M6
PLAN-00003511,SKU-FLO-027,2023-01-01,29906,32842,M5
PLAN-00003512,SKU-FLO-027,2023-01-08,27406,28595,M3
PLAN-00003513,SKU-FLO-027,2023-01-15,30792,31424,M2
PLAN-00003514,SKU-FLO-027,2023-01-22,30509,30870,M1
PLAN-00003515,SKU-FLO-027,2023-01-29,33322,34077,M5
PLAN-00003516,SKU-FLO-027,2023-02-05,27467,31097,M5
PLAN-00003517,SKU-FLO-027,2023-02-12,29853,31281,M3
PLAN-00003518,SKU-FLO-027,2023-02-19,30137,28015,M5
PLAN-00003519,SKU-FLO-027,2023-02-26,29524,32028,M4
PLAN-00003520,SKU-FLO-027,2023-03-05,25385,27919,M6
PLAN-00003521,SKU-FLO-027,2023-03-12,30185,27638,M6
PLAN-00003522,SKU-FLO-027,2023-03-19,28170,29477,M1
PLAN-00003523,SKU-FLO-027,2023-03-26,37563,39047,M6
PLAN-00003524,SKU-FLO-027,2023-04-02,31925,26616,M5
PLAN-00003525,SKU-FLO-027,2023-04-09,39125,39555,M4
PLAN-00003526,SKU-FLO-027,2023-04-16,35940,34682,M4
PLAN-00003527,SKU-FLO-027,2023-04-23,26051,26025,M3
PLAN-00003528,SKU-FLO-027,2023-04-30,30157,30722,M5
PLAN-00003529,SKU-FLO-027,2023-05-07,27907,24911,M5
PLAN-00003530,SKU-FLO-027,2023-05-14,29512,31197,M6
PLAN-00003531,SKU-FLO-027,2023-05-21,29334,28867,M2
PLAN-00003532,SKU-FLO-027,2023-05-28,28841,33827,M5
PLAN-00003533,SKU-FLO-027,2023-06-04,29516,27390,M1
PLAN-00003534,SKU-FLO-027,2023-06-11,29240,29645,M4
PLAN-00003535,SKU-FLO-027,2023-06-18,32192,32035,M6
PLAN-00003536,SKU-FLO-027,2023-06-25,30550,29625,M2
PLAN-00003537,SKU-FLO-027,2023-07-02,32220,32921,M5
PLAN-00003538,SKU-FLO-027,2023-07-09,31003,29273,M4
PLAN-00003539,SKU-FLO-027,2023-07-16,29650,29372,M3
PLAN-00003540,SKU-FLO-027,2023-07-23,32704,32803,M6
PLAN-00003541,SKU-FLO-027,2023-07-30,27096,23926,M1
PLAN-00003542,SKU-FLO-027,2023-08-06,27190,27819,M4
PLAN-00003543,SKU-FLO-027,2023-08-13,31189,31389,M5
PLAN-00003544,SKU-FLO-027,2023-08-20,33157,34944,M4
PLAN-00003545,SKU-FLO-027,2023-08-27,33941,35814,M3
PLAN-00003546,SKU-FLO-027,2023-09-03,31728,31464,M1
PLAN-00003547,SKU-FLO-027,2023-09-10,31046,35371,M3
PLAN-00003548,SKU-FLO-027,2023-09-17,31406,35858,M4
PLAN-00003549,SKU-FLO-027,2023-09-24,29816,28347,M1
PLAN-00003550,SKU-FLO-027,2023-10-01,30241,29909,M6
PLAN-00003551,SKU-FLO-027,2023-10-08,29856,28885,M5
PLAN-00003552,SKU-FLO-027,2023-10-15,27763,29251,M5
PLAN-00003553,SKU-FLO-027,2023-10-22,29037,28716,M5
PLAN-00003554,SKU-FLO-027,2023-10-29,29732,30777,M4
PLAN-00003555,SKU-FLO-027,2023-11-05,30439,31240,M3
PLAN-00003556,SKU-FLO-027,2023-11-12,30044,32982,M3
PLAN-00003557,SKU-FLO-027,2023-11-19,27749,27489,M3
PLAN-00003558,SKU-FLO-027,2023-11-26,30227,28138,M1
PLAN-00003559,SKU-FLO-027,2023-12-03,27678,26690,M2
PLAN-00003560,SKU-FLO-027,2023-12-10,31083,31102,M2
PLAN-00003561,SKU-FLO-027,2023-12-17,25671,27073,M2
PLAN-00003562,SKU-FLO-027,2023-12-24,30344,28963,M2
PLAN-00003563,SKU-FLO-027,2023-12-31,29794,30135,M3
PLAN-00003564,SKU-FLO-027,2024-01-07,27983,27072,M2
PLAN-00003565,SKU-FLO-027,2024-01-14,32165,35118,M1
PLAN-00003566,SKU-FLO-027,2024-01-21,29930,31347,M2
PLAN-00003567,SKU-FLO-027,2024-01-28,29848,25196,M1
PLAN-00003568,SKU-FLO-027,2024-02-04,29479,29736,M6
PLAN-00003569,SKU-FLO-027,2024-02-11,33433,30281,M6
PLAN-00003570,SKU-FLO-027,2024-02-18,28575,25207,M1
PLAN-00003571,SKU-FLO-027,2024-02-25,29656,30422,M6
PLAN-00003572,SKU-FLO-027,2024-03-03,28010,29418,M3
PLAN-00003573,SKU-FLO-027,2024-03-10,37328,38294,M2
PLAN-00003574,SKU-FLO-027,2024-03-17,37079,39976,M3
PLAN-00003575,SKU-FLO-027,2024-03-24,39495,40323,M3
PLAN-00003576,SKU-FLO-027,2024-03-31,36960,32553,M1
PLAN-00003577,SKU-FLO-027,2024-04-07,36248,32695,M2
PLAN-00003578,SKU-FLO-027,2024-04-14,30608,26117,M4
PLAN-00003579,SKU-FLO-027,2024-04-21,29782,32709,M1
PLAN-00003580,SKU-FLO-027,2024-04-28,29263,30524,M1
PLAN-00003581,SKU-FLO-027,2024-05-05,29164,29821,M4
PLAN-00003582,SKU-FLO-027,2024-05-12,30013,29070,M2
PLAN-00003583,SKU-FLO-027,2024-05-19,29133,28958,M6
PLAN-00003584,SKU-FLO-027,2024-05-26,31360,29119,M3
PLAN-00003585,SKU-FLO-027,2024-06-02,31898,28859,M4
PLAN-00003586,SKU-FLO-027,2024-06-09,32449,35823,M3
PLAN-00003587,SKU-FLO-027,2024-06-16,33317,32959,M6
PLAN-00003588,SKU-FLO-027,2024-06-23,30856,30344,M4
PLAN-00003589,SKU-FLO-027,2024-06-30,30554,31415,M5
PLAN-00003590,SKU-FLO-027,2024-07-07,25184,25091,M5
PLAN-00003591,SKU-FLO-027,2024-07-14,28367,26164,M3
PLAN-00003592,SKU-FLO-027,2024-07-21,28443,31337,M5
PLAN-00003593,SKU-FLO-027,2024-07-28,29330,29824,M5
PLAN-00003594,SKU-FLO-027,2024-08-04,29529,33539,M1
PLAN-00003595,SKU-FLO-027,2024-08-11,31475,29533,M6
PLAN-00003596,SKU-FLO-027,2024-08-18,34195,33278,M2
PLAN-00003597,SKU-FLO-027,2024-08-25,34849,32305,M5
PLAN-00003598,SKU-FLO-027,2024-09-01,33546,34836,M5
PLAN-00003599,SKU-FLO-027,2024-09-08,29540,25387,M2
PLAN-00003600,SKU-FLO-027,2024-09-15,27714,27643,M6
PLAN-00003601,SKU-FLO-027,2024-09-22,28951,31363,M2
PLAN-00003602,SKU-FLO-027,2024-09-29,29487,26856,M6
PLAN-00003603,SKU-FLO-027,2024-10-06,30612,28484,M5
PLAN-00003604,SKU-FLO-027,2024-10-13,31228,28036,M5
PLAN-00003605,SKU-FLO-027,2024-10-20,29429,32007,M5
PLAN-00003606,SKU-FLO-027,2024-10-27,29035,31308,M4
PLAN-00003607,SKU-FLO-027,2024-11-03,31282,35309,M6
PLAN-00003608,SKU-FLO-027,2024-11-10,28372,27426,M6
PLAN-00003609,SKU-FLO-027,2024-11-17,28548,27697,M1
PLAN-00003610,SKU-FLO-027,2024-11-24,32418,35610,M1
PLAN-00003611,SKU-FLO-027,2024-12-01,27915,28214,M6
PLAN-00003612,SKU-FLO-027,2024-12-08,30586,31393,M2
PLAN-00003613,SKU-FLO-027,2024-12-15,32969,35569,M1
PLAN-00003614,SKU-FLO-027,2024-12-22,31333,33673,M4
PLAN-00003615,SKU-FLO-027,2024-12-29,30461,32378,M6
PLAN-00003616,SKU-FLO-027,2025-01-05,31179,31289,M6
PLAN-00003617,SKU-FLO-027,2025-01-12,30758,25232,M4
PLAN-00003618,SKU-FLO-027,2025-01-19,28482,27656,M1
PLAN-00003619,SKU-FLO-027,2025-01-26,32363,30396,M1
PLAN-00003620,SKU-FLO-027,2025-02-02,28262,29640,M6
PLAN-00003621,SKU-FLO-027,2025-02-09,32900,35423,M2
PLAN-00003622,SKU-FLO-027,2025-02-16,32559,36807,M6
PLAN-00003623,SKU-FLO-027,2025-02-23,33161,31441,M6
PLAN-00003624,SKU-FLO-027,2025-03-02,33351,34714,M3
PLAN-00003625,SKU-FLO-027,2025-03-09,40887,40532,M1
PLAN-00003626,SKU-FLO-027,2025-03-16,40846,42677,M2
PLAN-00003627,SKU-FLO-027,2025-03-23,41882,43597,M1
PLAN-00003628,SKU-FLO-027,2025-03-30,37442,38327,M2
PLAN-00003629,SKU-FLO-027,2025-04-06,28492,29397,M3
PLAN-00003630,SKU-FLO-027,2025-04-13,32673,35040,M4
PLAN-00003631,SKU-FLO-027,2025-04-20,32923,35587,M4
PLAN-00003632,SKU-FLO-027,2025-04-27,31505,30204,M4
PLAN-00003633,SKU-FLO-027,2025-05-04,29862,25985,M3
PLAN-00003634,SKU-FLO-027,2025-05-11,31698,31589,M2
PLAN-00003635,SKU-FLO-027,2025-05-18,31614,34812,M1
PLAN-00003636,SKU-FLO-027,2025-05-25,30305,26553,M1
PLAN-00003637,SKU-FLO-027,2025-06-01,33475,35823,M4
PLAN-00003638,SKU-FLO-027,2025-06-08,31675,32708,M2
PLAN-00003639,SKU-FLO-027,2025-06-15,32521,33356,M5
PLAN-00003640,SKU-FLO-027,2025-06-22,30318,29583,M6
PLAN-00003641,SKU-FLO-028,2023-01-01,32431,33448,M5
PLAN-00003642,SKU-FLO-028,2023-01-08,34263,30068,M5
PLAN-00003643,SKU-FLO-028,2023-01-15,35726,37522,M5
PLAN-00003644,SKU-FLO-028,2023-01-22,35872,35918,M5
PLAN-00003645,SKU-FLO-028,2023-01-29,30293,30501,M6
PLAN-00003646,SKU-FLO-028,2023-02-05,33496,31513,M5
PLAN-00003647,SKU-FLO-028,2023-02-12,30969,29485,M6
PLAN-00003648,SKU-FLO-028,2023-02-19,34474,37494,M4
PLAN-00003649,SKU-FLO-028,2023-02-26,33283,34434,M4
PLAN-00003650,SKU-FLO-028,2023-03-05,34494,35129,M4
PLAN-00003651,SKU-FLO-028,2023-03-12,32433,29404,M6
PLAN-00003652,SKU-FLO-028,2023-03-19,38679,38475,M6
PLAN-00003653,SKU-FLO-028,2023-03-26,47892,39790,M5
PLAN-00003654,SKU-FLO-028,2023-04-02,44397,41605,M4
PLAN-00003655,SKU-FLO-028,2023-04-09,44340,41137,M1
PLAN-00003656,SKU-FLO-028,2023-04-16,45238,51796,M3
PLAN-00003657,SKU-FLO-028,2023-04-23,37307,36420,M5
PLAN-00003658,SKU-FLO-028,2023-04-30,34433,35486,M1
PLAN-00003659,SKU-FLO-028,2023-05-07,32018,30680,M5
PLAN-00003660,SKU-FLO-028,2023-05-14,34034,34657,M6
PLAN-00003661,SKU-FLO-028,2023-05-21,38241,41954,M4
PLAN-00003662,SKU-FLO-028,2023-05-28,36318,37699,M1
PLAN-00003663,SKU-FLO-028,2023-06-04,32359,33134,M6
PLAN-00003664,SKU-FLO-028,2023-06-11,37926,41295,M5
PLAN-00003665,SKU-FLO-028,2023-06-18,38744,34223,M4
PLAN-00003666,SKU-FLO-028,2023-06-25,39209,40589,M5
PLAN-00003667,SKU-FLO-028,2023-07-02,37723,37730,M4
PLAN-00003668,SKU-FLO-028,2023-07-09,35254,40945,M4
PLAN-00003669,SKU-FLO-028,2023-07-16,32691,35554,M1
PLAN-00003670,SKU-FLO-028,2023-07-23,32252,33041,M4
PLAN-00003671,SKU-FLO-028,2023-07-30,33458,33375,M4
PLAN-00003672,SKU-FLO-028,2023-08-06,34353,32488,M3
PLAN-00003673,SKU-FLO-028,2023-08-13,36514,38123,M2
PLAN-00003674,SKU-FLO-028,2023-08-20,41271,39875,M1
PLAN-00003675,SKU-FLO-028,2023-08-27,38241,35049,M2
PLAN-00003676,SKU-FLO-028,2023-09-03,36147,31990,M3
PLAN-00003677,SKU-FLO-028,2023-09-10,38210,39424,M2
PLAN-00003678,SKU-FLO-028,2023-09-17,31080,29677,M5
PLAN-00003679,SKU-FLO-028,2023-09-24,36912,38864,M1
PLAN-00003680,SKU-FLO-028,2023-10-01,32380,31655,M2
PLAN-00003681,SKU-FLO-028,2023-10-08,34768,33997,M5
PLAN-00003682,SKU-FLO-028,2023-10-15,38410,34566,M1
PLAN-00003683,SKU-FLO-028,2023-10-22,35329,35402,M6
PLAN-00003684,SKU-FLO-028,2023-10-29,34558,37056,M5
PLAN-00003685,SKU-FLO-028,2023-11-05,32108,26991,M3
PLAN-00003686,SKU-FLO-028,2023-11-12,33112,32448,M5
PLAN-00003687,SKU-FLO-028,2023-11-19,33439,32709,M6
PLAN-00003688,SKU-FLO-028,2023-11-26,31819,32609,M5
PLAN-00003689,SKU-FLO-028,2023-12-03,35940,39163,M6
PLAN-00003690,SKU-FLO-028,2023-12-10,34464,38095,M1
PLAN-00003691,SKU-FLO-028,2023-12-17,34047,34410,M4
PLAN-00003692,SKU-FLO-028,2023-12-24,32660,32674,M5
PLAN-00003693,SKU-FLO-028,2023-12-31,33366,31482,M5
PLAN-00003694,SKU-FLO-028,2024-01-07,39514,41278,M4
PLAN-00003695,SKU-FLO-028,2024-01-14,35571,38717,M2
PLAN-00003696,SKU-FLO-028,2024-01-21,35311,35766,M1
PLAN-00003697,SKU-FLO-028,2024-01-28,38504,36340,M6
PLAN-00003698,SKU-FLO-028,2024-02-04,36095,32187,M4
PLAN-00003699,SKU-FLO-028,2024-02-11,32320,37592,M5
PLAN-00003700,SKU-FLO-028,2024-02-18,36043,36517,M3
PLAN-00003701,SKU-FLO-028,2024-02-25,36659,38982,M2
PLAN-00003702,SKU-FLO-028,2024-03-03,36767,42348,M1
PLAN-00003703,SKU-FLO-028,2024-03-10,45523,45176,M5
PLAN-00003704,SKU-FLO-028,2024-03-17,43253,50256,M3
PLAN-00003705,SKU-FLO-028,2024-03-24,43556,40991,M5
PLAN-00003706,SKU-FLO-028,2024-03-31,48142,52159,M1
PLAN-00003707,SKU-FLO-028,2024-04-07,38384,35535,M4
PLAN-00003708,SKU-FLO-028,2024-04-14,39002,39975,M2
PLAN-00003709,SKU-FLO-028,2024-04-21,35277,34099,M3
PLAN-00003710,SKU-FLO-028,2024-04-28,33346,34046,M1
PLAN-00003711,SKU-FLO-028,2024-05-05,34992,31059,M4
PLAN-00003712,SKU-FLO-028,2024-05-12,36594,38766,M5
PLAN-00003713,SKU-FLO-028,2024-05-19,34428,28271,M3
PLAN-00003714,SKU-FLO-028,2024-05-26,31972,27517,M5
PLAN-00003715,SKU-FLO-028,2024-06-02,38836,36717,M6
PLAN-00003716,SKU-FLO-028,2024-06-09,37423,36761,M6
PLAN-00003717,SKU-FLO-028,2024-06-16,36095,39966,M4
PLAN-00003718,SKU-FLO-028,2024-06-23,38193,41887,M5
PLAN-00003719,SKU-FLO-028,2024-06-30,33927,36716,M5
PLAN-00003720,SKU-FLO-028,2024-07-07,32878,29753,M1
PLAN-00003721,SKU-FLO-028,2024-07-14,37332,42930,M3
PLAN-00003722,SKU-FLO-028,2024-07-21,34297,33979,M4
PLAN-00003723,SKU-FLO-028,2024-07-28,36448,36033,M2
PLAN-00003724,SKU-FLO-028,2024-08-04,31568,31396,M5
PLAN-00003725,SKU-FLO-028,2024-08-11,32565,31330,M6
PLAN-00003726,SKU-FLO-028,2024-08-18,38158,32191,M3
